text
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b'Umpires one mistake and any team lose particular match but  it mistake come  in knockout match ,player of that team\xe2\x80\xa6 https://t.co/h2KGlMPltK'"
b'Very nice fixed match\n#AUSvENG \n#CWC19 \n@ICC  @ECB_cricket'
b'@MichaelVaughan @ICC  ticket please for Australia team..\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @virendersehwag @BCCI @imVkohli @msdhoni'
b'RT @ESPNcricinfo: 11 July 2018: England LOSE FIFA World Cup semi-final \xe2\x9a\xbd\xef\xb8\x8f\n11 July 2019: England WIN ICC Cricket World Cup semi-final \xf0\x9f\x8f\x8f\n\nCri\xe2\x80\xa6'
b'RT @TheQuint: Virat Kohli has said MS Dhoni has not told him anything about his future plans amid speculation that the veteran may call it\xe2\x80\xa6'
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b'RT @ICC: Jason Roy is on fire, but Australia have a breakthrough!\n\nMitchell Starc pins Jonny Bairstow lbw soon after Roy smashes three cons\xe2\x80\xa6'"
b'@ICC Who will win final'
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
b'RT @ESPNcricinfo: 11 July 2018: England LOSE FIFA World Cup semi-final \xe2\x9a\xbd\xef\xb8\x8f\n11 July 2019: England WIN ICC Cricket World Cup semi-final \xf0\x9f\x8f\x8f\n\nCri\xe2\x80\xa6'
b'RT @kingkohli78: @ICC The two teams who defeated India will now play the final. Astrologer had predicted that the team that defeated India\xe2\x80\xa6'
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
b'@ICC @MRFWorldwide Third class umpiring.... \nAnd arrangements during rains..\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac'
b'@ICC Well played England'
b'RT @ESPNcricinfo: 11 July 2018: England LOSE FIFA World Cup semi-final \xe2\x9a\xbd\xef\xb8\x8f\n11 July 2019: England WIN ICC Cricket World Cup semi-final \xf0\x9f\x8f\x8f\n\nCri\xe2\x80\xa6'
"b'RT @StarSportsIndia: Sorry, @cricketcomau! \xf0\x9f\x98\xac\n\nWatch #NZvENG in the ICC #CWC19 Final on July 14, 1 PM onwards, LIVE on Star Sports. https://\xe2\x80\xa6'"
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b'RT @ICC: ""The job they do up and down the country, they just don\'t get enough appreciation.""\n\n(According to @Google) it\'s National Traffic\xe2\x80\xa6'"
b'@ICC Butler Ne Steve Smith Ke Andar Dala \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#ENGvAUS'
"b""@ICC, what're you making today? https://t.co/8wf683T8de"""
b'RT @BLACKCAPS: \xf0\x9f\x92\xa5 Martin Guptill | Stumpinator \xf0\x9f\x92\xa5 #BACKTHEBLACKCAPS \nhttps://t.co/RJK9mvpgPt'
b'England thrash Australia by eight wickets to reach World Cup final https://t.co/CjOcJuYtZ5'
b'Well scripted and well executed Netflix Cricket World Cup 2019 Drama. Anyways congratulations Eng and NZ. Somehow w\xe2\x80\xa6 https://t.co/rjUHHMVXuY'
"b""RT @ICC: \xf0\x9f\x8e\xaf\n\nMartin Guptill's match-winning bullseye is the #INDvNZ @Nissan Play of the Day \xf0\x9f\x91\x8f\n\n#CWC19\n\nWatch the magic moment again \xf0\x9f\x91\x87 https:\xe2\x80\xa6"""
b'@MClarke23 @mj_slats @MichaelVaughan @iramizraja @ICC @Athersmike well played England !!!\nJust waiting to see how I\xe2\x80\xa6 https://t.co/ATbbquZK6J'
"b""23 years on, we're gonna have a new champion at the men's ICC world cup. Its NZ vs ENG. Expect a cracking encounter"""
b'RT @ESPNcricinfo: 11 July 2018: England LOSE FIFA World Cup semi-final \xe2\x9a\xbd\xef\xb8\x8f\n11 July 2019: England WIN ICC Cricket World Cup semi-final \xf0\x9f\x8f\x8f\n\nCri\xe2\x80\xa6'
"b'Chris Woakes, Player of the Match for 3/20\n\nWoakes: I was 3 when England played in 1992 final. We hope we can go al\xe2\x80\xa6 https://t.co/2u14rbPSjd'"
"b'RT @alitfest: Our Festival starts today !!!\n\nThe Abuja Literary and Arts Festival, #ALitFest19 kicks off today by 4PM, at the Exhibition Pa\xe2\x80\xa6'"
"b""RT @FoxCricket: Australia's World Cup campaign is over. England are heading to Lord's!\n\nhttps://t.co/zLWmN6vgVW #CWC19 #AUSvENG https://t.c\xe2\x80\xa6"""
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
"b'RT @ICC: ""Oh direct hit! Is this the World Cup? It\'s Martin Guptill! Is this the final!?""\n\nJust one word to describe Ian Smith\'s commentary\xe2\x80\xa6'"
"b""RT @ICC: Have you ever seen a nutmeg run out? \xf0\x9f\x98\xb1\nButtler's pin-point throw nails Smith! \xf0\x9f\x8e\xaf\n#WeAreEngland | #CWC19 https://t.co/Z7QHKyNnDX"""
